#SysTm EventTmStmp La:x La:y La:z
41442734558512 41441924303000 -0.39575544 -0.6750354 0.37336102 
41442745142804 41441990518000 -0.35888496 -0.41273236 -0.49368426 
41442763872387 41442057119000 0.2784812 0.2719117 -1.1051421 
41442773412637 41442125164000 0.5048381 0.0719073 0.2884674 
41442783005262 41442192013000 0.21127573 -0.09253742 0.80255383 
41442794419804 41442257936000 0.3072486 0.068550974 -1.0264269 
41442805958137 41442323779000 0.12890871 -0.06743717 -0.7180378 
41442817284971 41442390527000 -0.24915984 -0.4006912 -0.106700964 
41442833132304 41442457239000 -0.08573636 -0.30285847 -0.21944822 
41442843391137 41442523804000 -0.10392463 0.16530396 -0.35863283 
41442858839554 41442590781000 -0.1178513 0.37187284 -0.24424247 
41442875339804 41442657317000 -0.06515198 0.18082593 0.088144735 
41442885430846 41442723866000 -0.004701127 -0.5763073 0.6401643 
41442932253221 41442790547000 -0.17165731 -1.0392326 0.64880294 
41442940430179 41442857163000 -0.07317429 -0.90191233 -0.6233827 
41442948626137 41442923948000 -0.42401227 -0.7327606 -0.34421209 
41443035787096 41442990623000 -0.2704166 -0.77471393 -0.21705928 
41443060891971 41443057161000 -0.020938633 -0.7297167 -0.0050765728 
41443127617762 41443123813000 0.16498905 -0.66809654 -0.038340546 
41443195530887 41443190515000 0.03258326 -0.44975555 -0.121744804 
41443262210221 41443257163000 -0.3775783 -0.26524317 0.060461774 
41443328085137 41443323883000 -0.4046724 -0.3095679 -0.06998715 
41443394412179 41443390544000 -0.17708094 -0.38823843 -0.4724819 
41443464096637 41443457231000 -0.11480964 -0.26900092 -0.46891809 
41443528784471 41443523890000 -0.07233475 -0.3208204 -0.3071984 
41443595335346 41443590550000 -0.25924292 0.0063395784 -0.21859424 
41443662381179 41443657181000 -0.26188028 0.20024449 -0.26856676 
41443729640637 41443723874000 -0.27180338 0.3329168 -0.6129221 
41443796704763 41443790532000 -0.28769627 0.45817137 -0.21446109 
41443860909138 41443857180000 -0.19006683 0.4283036 -0.38807228 
41443937059930 41443923941000 -0.033698983 0.5630016 -0.4832336 
41443995509638 41443990516000 0.09159164 0.6107118 -0.5523323 
